"articleid"	"citation"	"sampleid"	"study"	"sample"	"measure"	"reliability"	"n"	"estimate"	"ICyi"	"ICvi"	"TRRyi"	"TRRvi"	"splithalf"	"parts"	"parts_provided"	"delay"	"aggregate"	"aggregate_num"	"estimate_notes"	"estimate_searchable"	"source"
92	"Lindgren, K. P., Kaysen, D., Werntz, A. J., Gasser, M. L., & Teachman, B. A. (2013). Wounds that can’t be seen: Implicit Trauma Associations predict posttraumatic stress disorder symptoms. Journal of Behavior Therapy and Experimental Psychiatry, 44, 368–375."	172	"1"	1	"IAT"	"IC"	209	0.82	1.71479842809193	0.0193236714975845	NA	NA	0.69	2	NA	NA	NA	NA	"Trauma-self"	"Yes"	"Search"
92	"Lindgren, K. P., Kaysen, D., Werntz, A. J., Gasser, M. L., & Teachman, B. A. (2013). Wounds that can’t be seen: Implicit Trauma Associations predict posttraumatic stress disorder symptoms. Journal of Behavior Therapy and Experimental Psychiatry, 44, 368–375."	172	"1"	1	"IAT"	"IC"	209	0.87	2.04022082852655	0.0193236714975845	NA	NA	0.77	2	NA	NA	NA	NA	"Dangerous memory"	"Yes"	"Search"
92	"Lindgren, K. P., Kaysen, D., Werntz, A. J., Gasser, M. L., & Teachman, B. A. (2013). Wounds that can’t be seen: Implicit Trauma Associations predict posttraumatic stress disorder symptoms. Journal of Behavior Therapy and Experimental Psychiatry, 44, 368–375."	173	"2"	1	"IAT"	"IC"	290	0.79	1.56064774826467	0.0138888888888889	NA	NA	0.65	2	NA	NA	NA	NA	"Trauma-self"	"Yes"	"Search"
93	"Lindgren, K. P., Neighbors, C., Teachman, B. A., Wiers, R. W., Westgate, E., & Greenwald, A. G. (2013). I Drink Therefore I am: Validating Alcohol-related Implicit Association Tests. Psychology of Addictive Behaviors?: Journal of the Society of Psychologists in Addictive Behaviors, 27, 1–13."	174	"1"	1	"BIAT"	"IC"	295	0.48	0.653926467406664	0.0136518771331058	NA	NA	0.32	2	NA	NA	NA	NA	"Alcohol Cope"	"Yes"	"Search"
93	"Lindgren, K. P., Neighbors, C., Teachman, B. A., Wiers, R. W., Westgate, E., & Greenwald, A. G. (2013). I Drink Therefore I am: Validating Alcohol-related Implicit Association Tests. Psychology of Addictive Behaviors?: Journal of the Society of Psychologists in Addictive Behaviors, 27, 1–13."	174	"1"	1	"BIAT"	"IC"	295	0.59	0.891598119283784	0.0136518771331058	NA	NA	0.42	2	NA	NA	NA	NA	"Stress Drinking"	"Yes"	"Search"
93	"Lindgren, K. P., Neighbors, C., Teachman, B. A., Wiers, R. W., Westgate, E., & Greenwald, A. G. (2013). I Drink Therefore I am: Validating Alcohol-related Implicit Association Tests. Psychology of Addictive Behaviors?: Journal of the Society of Psychologists in Addictive Behaviors, 27, 1–13."	174	"1"	1	"BIAT"	"TRR"	39	0.34	NA	NA	0.354092528962243	0.0277777777777778	NA	NA	NA	"1 week"	NA	NA	"Alcohol Cope"	"Yes"	"Search"
93	"Lindgren, K. P., Neighbors, C., Teachman, B. A., Wiers, R. W., Westgate, E., & Greenwald, A. G. (2013). I Drink Therefore I am: Validating Alcohol-related Implicit Association Tests. Psychology of Addictive Behaviors?: Journal of the Society of Psychologists in Addictive Behaviors, 27, 1–13."	174	"1"	1	"BIAT"	"TRR"	39	0.35	NA	NA	0.365443754271396	0.0277777777777778	NA	NA	NA	"1 week"	NA	NA	"Stress Drinking"	"Yes"	"Search"
93	"Lindgren, K. P., Neighbors, C., Teachman, B. A., Wiers, R. W., Westgate, E., & Greenwald, A. G. (2013). I Drink Therefore I am: Validating Alcohol-related Implicit Association Tests. Psychology of Addictive Behaviors?: Journal of the Society of Psychologists in Addictive Behaviors, 27, 1–13."	174	"1"	1	"IAT"	"IC"	284	0.73	1.30933331998376	0.0141843971631206	NA	NA	0.57	2	NA	NA	NA	NA	"Alcohol Control"	"Yes"	"Search"
93	"Lindgren, K. P., Neighbors, C., Teachman, B. A., Wiers, R. W., Westgate, E., & Greenwald, A. G. (2013). I Drink Therefore I am: Validating Alcohol-related Implicit Association Tests. Psychology of Addictive Behaviors?: Journal of the Society of Psychologists in Addictive Behaviors, 27, 1–13."	174	"1"	1	"IAT"	"IC"	292	0.68	1.13943428318837	0.0137931034482759	NA	NA	0.51	2	NA	NA	NA	NA	"Drinking Identity"	"Yes"	"Search"
93	"Lindgren, K. P., Neighbors, C., Teachman, B. A., Wiers, R. W., Westgate, E., & Greenwald, A. G. (2013). I Drink Therefore I am: Validating Alcohol-related Implicit Association Tests. Psychology of Addictive Behaviors?: Journal of the Society of Psychologists in Addictive Behaviors, 27, 1–13."	174	"1"	1	"IAT"	"IC"	286	0.68	1.13943428318837	0.0140845070422535	NA	NA	0.52	2	NA	NA	NA	NA	"Alcohol Excitement"	"Yes"	"Search"
93	"Lindgren, K. P., Neighbors, C., Teachman, B. A., Wiers, R. W., Westgate, E., & Greenwald, A. G. (2013). I Drink Therefore I am: Validating Alcohol-related Implicit Association Tests. Psychology of Addictive Behaviors?: Journal of the Society of Psychologists in Addictive Behaviors, 27, 1–13."	174	"1"	1	"IAT"	"IC"	287	0.65	1.04982212449868	0.0140350877192982	NA	NA	0.48	2	NA	NA	NA	NA	"Alcohol Approach"	"Yes"	"Search"
93	"Lindgren, K. P., Neighbors, C., Teachman, B. A., Wiers, R. W., Westgate, E., & Greenwald, A. G. (2013). I Drink Therefore I am: Validating Alcohol-related Implicit Association Tests. Psychology of Addictive Behaviors?: Journal of the Society of Psychologists in Addictive Behaviors, 27, 1–13."	174	"1"	1	"IAT"	"TRR"	39	0.27	NA	NA	0.2768638226551	0.0277777777777778	NA	NA	NA	"1 week"	NA	NA	"Alcohol Control"	"Yes"	"Search"
93	"Lindgren, K. P., Neighbors, C., Teachman, B. A., Wiers, R. W., Westgate, E., & Greenwald, A. G. (2013). I Drink Therefore I am: Validating Alcohol-related Implicit Association Tests. Psychology of Addictive Behaviors?: Journal of the Society of Psychologists in Addictive Behaviors, 27, 1–13."	174	"1"	1	"IAT"	"TRR"	39	0.7	NA	NA	0.867300527694053	0.0277777777777778	NA	NA	NA	"1 week"	NA	NA	"Drinking Identity"	"Yes"	"Search"
93	"Lindgren, K. P., Neighbors, C., Teachman, B. A., Wiers, R. W., Westgate, E., & Greenwald, A. G. (2013). I Drink Therefore I am: Validating Alcohol-related Implicit Association Tests. Psychology of Addictive Behaviors?: Journal of the Society of Psychologists in Addictive Behaviors, 27, 1–13."	174	"1"	1	"IAT"	"TRR"	39	0.49	NA	NA	0.536060336610567	0.0277777777777778	NA	NA	NA	"1 week"	NA	NA	"Alcohol Excitement"	"Yes"	"Search"
93	"Lindgren, K. P., Neighbors, C., Teachman, B. A., Wiers, R. W., Westgate, E., & Greenwald, A. G. (2013). I Drink Therefore I am: Validating Alcohol-related Implicit Association Tests. Psychology of Addictive Behaviors?: Journal of the Society of Psychologists in Addictive Behaviors, 27, 1–13."	174	"1"	1	"IAT"	"TRR"	39	0.45	NA	NA	0.484700278594052	0.0277777777777778	NA	NA	NA	"1 week"	NA	NA	"Alcohol Approach"	"Yes"	"Search"
94	"Lindgren, K. P., Ramirez, J. J., Namaky, N., Olin, C. C., & Teachman, B. A. (2016). Evaluating the relationship between explicit and implicit drinking identity centrality and hazardous drinking. Addictive Behaviors Reports, 4, 87–96."	175	"1a"	1	"BIAT"	"IC"	180	0.67	1.10866262452161	0.0224719101123595	NA	NA	NA	2	NA	NA	NA	NA	"long. excluded short."	"Yes"	"Search"
95	"Luehring-Jones, P., Dennis-Tiwary, T. A., Murphy, J. G., Dennhardt, A., Lindgren, K. P., Yarmush, D. E., & Erblich, J. (2016). Favorable associations with alcohol and impaired self-regulation: A behavioral economic analysis. Drug and Alcohol Dependence, 163, 172–178."	176	"1"	1	"IAT"	"IC"	36	0.89	2.20727491318972	0.117647058823529	NA	NA	NA	2	"No"	NA	NA	NA	"Midpoint between range given (.87 to .91)"	"No"	"Search"
96	"Lundberg, K. B., & Payne, B. K. (2014). Decisions among the undecided: Implicit attitudes predict future voting behavior of undecided voters. PLoS ONE, 9(1): e85680"	177	"1"	1	"AMP"	"IC"	2013	0.95	2.99573227355399	0.00198906016907011	NA	NA	NA	2	NA	NA	NA	NA	NA	"Yes"	"Review"
97	"McCartan, R., Elliott, M. A., Pagani, S., Finnegan, E., & Kelly, S. W. (2018). Testing the effects of explicit and implicit bidimensional attitudes on objectively measured speeding behaviour. British Journal of Social Psychology, 57, 630–651."	178	"1"	1	"ST-IAT"	"IC"	131	0.69	1.17118298150294	0.0310077519379845	NA	NA	NA	2	NA	NA	NA	NA	"positive dimension"	"Yes"	"Search"
97	"McCartan, R., Elliott, M. A., Pagani, S., Finnegan, E., & Kelly, S. W. (2018). Testing the effects of explicit and implicit bidimensional attitudes on objectively measured speeding behaviour. British Journal of Social Psychology, 57, 630–651."	178	"1"	1	"ST-IAT"	"IC"	131	0.64	1.02165124753198	0.0310077519379845	NA	NA	NA	2	NA	NA	NA	NA	"negative dimension"	"Yes"	"Search"
98	"McKenna, I., Hughes, S., Barnes-Holmes, D., De Schryver, M., Yoder, R., & O’Shea, D. (2016). Obesity, food restriction, and implicit attitudes to healthy and unhealthy foods: Lessons learned from the implicit relational assessment procedure. Appetite, 100, 41–54."	179	"1"	1	"IRAP"	"IC"	47	0.62	0.967584026261706	0.0888888888888889	NA	NA	NA	2	NA	NA	"Average of 2 trial types"	2	NA	"No"	"Search"
98	"McKenna, I., Hughes, S., Barnes-Holmes, D., De Schryver, M., Yoder, R., & O’Shea, D. (2016). Obesity, food restriction, and implicit attitudes to healthy and unhealthy foods: Lessons learned from the implicit relational assessment procedure. Appetite, 100, 41–54."	180	"2"	1	"IRAP"	"IC"	57	0.33	0.400477566597125	0.0727272727272727	NA	NA	NA	2	NA	NA	"Average of 2 trial types"	2	NA	"No"	"Search"
98	"McKenna, I., Hughes, S., Barnes-Holmes, D., De Schryver, M., Yoder, R., & O’Shea, D. (2016). Obesity, food restriction, and implicit attitudes to healthy and unhealthy foods: Lessons learned from the implicit relational assessment procedure. Appetite, 100, 41–54."	181	"3"	1	"IRAP"	"IC"	74	0.48	0.653926467406664	0.0555555555555556	NA	NA	NA	2	NA	NA	"Average of 2 trial types"	2	NA	"No"	"Search"
99	"McNulty, J. K., Baker, L. R., & Olson, M. A. (2014). Implicit self-evaluations predict changes in implicit partner evaluations. Psychological Science, 25, 1649–1657."	182	"1"	1	"Evaluative Priming"	"TRR"	104	0.2	NA	NA	0.202732554054082	0.0099009900990099	NA	NA	NA	"3 years"	NA	NA	"Implicit partner evaluation. Excluded Hicks et al 2016 since it used the same sample."	"Yes"	"Author"
99	"McNulty, J. K., Baker, L. R., & Olson, M. A. (2014). Implicit self-evaluations predict changes in implicit partner evaluations. Psychological Science, 25, 1649–1657."	182	"1"	1	"Evaluative Priming"	"TRR"	104	0.06	NA	NA	0.0600721559210317	0.0099009900990099	NA	NA	NA	"3 years"	NA	NA	"Implicit self-evaluation. Excluded Hicks et al 2016 since it used the same sample."	"Yes"	"Author"
100	"Millner, A. J., Coppersmith, D. D. L., Teachman, B. A., & Nock, M. K. (2018). The Brief Death Implicit Association Test: Scoring recommendations, reliability, validity, and comparisons with the Death Implicit Association Test. Psychological Assessment, 30, 1356–1366."	183	"1"	1	"IAT"	"IC"	1855	0.86	1.96611285637283	0.00215866162978953	NA	NA	0.76	2	NA	NA	NA	NA	NA	"Yes"	"Search"
100	"Millner, A. J., Coppersmith, D. D. L., Teachman, B. A., & Nock, M. K. (2018). The Brief Death Implicit Association Test: Scoring recommendations, reliability, validity, and comparisons with the Death Implicit Association Test. Psychological Assessment, 30, 1356–1366."	184	"1"	2	"BIAT"	"IC"	1161	0.83	1.77195684193187	0.00345125107851596	NA	NA	0.71	2	NA	NA	NA	NA	"4-block scoring"	"Yes"	"Search"
101	"Mills, J. P., & Boardley, I. D. (2017). Development and initial validation of an indirect measure of transformational leadership integrity. Psychology of Sport and Exercise, 32, 34–46."	185	"1"	1	"IAT"	"IC"	64	0.88	2.12026353620009	0.0645161290322581	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Search"
101	"Mills, J. P., & Boardley, I. D. (2017). Development and initial validation of an indirect measure of transformational leadership integrity. Psychology of Sport and Exercise, 32, 34–46."	186	"2"	1	"IAT"	"IC"	48	0.83	1.77195684193187	0.0869565217391304	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Search"
101	"Mills, J. P., & Boardley, I. D. (2017). Development and initial validation of an indirect measure of transformational leadership integrity. Psychology of Sport and Exercise, 32, 34–46."	187	"3"	1	"IAT"	"IC"	32	0.79	1.56064774826467	0.133333333333333	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Search"
102	"Moffitt, R. L., Kemps, E., Hannan, T. E., Neumann, D. L., Stopar, S. P., & Anderson, C. J. (2019). Implicit approach biases for physically active lifestyle cues. International Journal of Sport and Exercise Psychology."	188	"1"	1	"IAT"	"IC"	136	0.77	1.46967597005894	0.0298507462686567	NA	NA	NA	2	NA	NA	NA	NA	NA	"Yes"	"Search"
102	"Moffitt, R. L., Kemps, E., Hannan, T. E., Neumann, D. L., Stopar, S. P., & Anderson, C. J. (2019). Implicit approach biases for physically active lifestyle cues. International Journal of Sport and Exercise Psychology."	189	"2"	1	"IAT-RF"	"IC"	73	0.62	0.967584026261706	0.0563380281690141	NA	NA	NA	2	NA	NA	NA	NA	NA	"Yes"	"Search"
103	"Mosca, O., Dentale, F., Lauriola, M., & Leone, L. (2016). Applying the implicit association test to measure intolerance of uncertainty. Psychological Reports, 119, 55–70."	190	"1"	1	"IAT"	"IC"	64	0.82	1.71479842809193	0.0645161290322581	NA	NA	0.7	2	NA	NA	NA	NA	NA	"Yes"	"Search"
104	"Moser, S., & Zumbach, J. (2018). Exploring the development and impact of learning styles: An empirical investigation based on explicit and implicit measures. Computers and Education, 125, 146–157."	191	"1"	1	"IAT"	"IC"	126	0.74	1.34707364796661	0.032258064516129	NA	NA	NA	2	"No"	NA	NA	NA	NA	"Yes"	"Search"
105	"Nosek, B. A., & Banaji, M. R. (2001). The Go/No-Go Association Task. Social Cognition, 19, 625–666."	192	"6"	1	"GNAT"	"IC"	50	0.33	0.400477566597125	0.0833333333333333	NA	NA	0.2	2	NA	NA	"Average across GNATs"	6	"Reported in general discussion"	"Yes"	"OrigPub"
106	"Nosek, B. A., & Smyth, F. L. (2007). A multitrait-multimethod validation of the implicit association test: Implicit and explicit attitudes are related but distinct constructs. Experimental Psychology, 54, 14–29."	193	"1"	1	"IAT"	"IC"	283	0.8	1.6094379124341	0.0142348754448399	NA	NA	NA	2	NA	NA	NA	NA	"FI. Data is aggregated from 5 studies, which each contains some of the measures. For analysis, treated as one independent sample."	"Yes"	"Search"
106	"Nosek, B. A., & Smyth, F. L. (2007). A multitrait-multimethod validation of the implicit association test: Implicit and explicit attitudes are related but distinct constructs. Experimental Psychology, 54, 14–29."	193	"1"	1	"IAT"	"IC"	281	0.87	2.04022082852655	0.014336917562724	NA	NA	NA	2	NA	NA	NA	NA	"DR. Data is aggregated from 5 studies, which each contains some of the measures. For analysis, treated as one independent sample."	"Yes"	"Search"
106	"Nosek, B. A., & Smyth, F. L. (2007). A multitrait-multimethod validation of the implicit association test: Implicit and explicit attitudes are related but distinct constructs. Experimental Psychology, 54, 14–29."	193	"1"	1	"IAT"	"IC"	223	0.85	1.89711998488588	0.0180995475113122	NA	NA	NA	2	NA	NA	NA	NA	"HS. Data is aggregated from 5 studies, which each contains some of the measures. For analysis, treated as one independent sample."	"Yes"	"Search"
106	"Nosek, B. A., & Smyth, F. L. (2007). A multitrait-multimethod validation of the implicit association test: Implicit and explicit attitudes are related but distinct constructs. Experimental Psychology, 54, 14–29."	193	"1"	1	"IAT"	"IC"	222	0.8	1.6094379124341	0.0181818181818182	NA	NA	NA	2	NA	NA	NA	NA	"SG. Data is aggregated from 5 studies, which each contains some of the measures. For analysis, treated as one independent sample."	"Yes"	"Search"
106	"Nosek, B. A., & Smyth, F. L. (2007). A multitrait-multimethod validation of the implicit association test: Implicit and explicit attitudes are related but distinct constructs. Experimental Psychology, 54, 14–29."	193	"1"	1	"IAT"	"IC"	166	0.84	1.83258146374831	0.024390243902439	NA	NA	NA	2	NA	NA	NA	NA	"WB. Data is aggregated from 5 studies, which each contains some of the measures. For analysis, treated as one independent sample."	"Yes"	"Search"
106	"Nosek, B. A., & Smyth, F. L. (2007). A multitrait-multimethod validation of the implicit association test: Implicit and explicit attitudes are related but distinct constructs. Experimental Psychology, 54, 14–29."	193	"1"	1	"IAT"	"IC"	141	0.81	1.66073120682165	0.0287769784172662	NA	NA	NA	2	NA	NA	NA	NA	"CE. Data is aggregated from 5 studies, which each contains some of the measures. For analysis, treated as one independent sample."	"Yes"	"Search"
106	"Nosek, B. A., & Smyth, F. L. (2007). A multitrait-multimethod validation of the implicit association test: Implicit and explicit attitudes are related but distinct constructs. Experimental Psychology, 54, 14–29."	193	"1"	1	"IAT"	"IC"	146	0.81	1.66073120682165	0.0277777777777778	NA	NA	NA	2	NA	NA	NA	NA	"TF. Data is aggregated from 5 studies, which each contains some of the measures. For analysis, treated as one independent sample."	"Yes"	"Search"
107	"Nosek, B. A., Smyth, F. L., Hansen, J. J., Devos, T., Lindner, N. M., Ranganath, K. A., … Banaji, M. R. (2007). Pervasiveness and correlates of implicit attitudes and stereotypes. European Review of Social Psychology, 18, 36–88."	194	"1"	1	"IAT"	"IC"	351204	0.72	1.27296567581289	7.59297118657259e-06	NA	NA	NA	4	NA	NA	NA	NA	"I  did not include estimates from Greenwald et al. 2003 (Understanding & Using the IAT 1), which uses data that seems to overlap with this paper."	"Yes"	"Search"
107	"Nosek, B. A., Smyth, F. L., Hansen, J. J., Devos, T., Lindner, N. M., Ranganath, K. A., … Banaji, M. R. (2007). Pervasiveness and correlates of implicit attitudes and stereotypes. European Review of Social Psychology, 18, 36–88."	195	"1"	2	"IAT"	"IC"	732881	0.75	1.38629436111989	3.63861792556024e-06	NA	NA	NA	4	NA	NA	NA	NA	"I  did not include estimates from Greenwald et al. 2003 (Understanding & Using the IAT 1), which uses data that seems to overlap with this paper."	"Yes"	"Search"
107	"Nosek, B. A., Smyth, F. L., Hansen, J. J., Devos, T., Lindner, N. M., Ranganath, K. A., … Banaji, M. R. (2007). Pervasiveness and correlates of implicit attitudes and stereotypes. European Review of Social Psychology, 18, 36–88."	196	"1"	3	"IAT"	"IC"	122988	0.71	1.23787435600162	2.16826847500257e-05	NA	NA	NA	4	NA	NA	NA	NA	"I  did not include estimates from Greenwald et al. 2003 (Understanding & Using the IAT 1), which uses data that seems to overlap with this paper."	"Yes"	"Search"
107	"Nosek, B. A., Smyth, F. L., Hansen, J. J., Devos, T., Lindner, N. M., Ranganath, K. A., … Banaji, M. R. (2007). Pervasiveness and correlates of implicit attitudes and stereotypes. European Review of Social Psychology, 18, 36–88."	197	"1"	4	"IAT"	"IC"	28816	0.76	1.42711635564015	9.2547604173897e-05	NA	NA	NA	4	NA	NA	NA	NA	"I  did not include estimates from Greenwald et al. 2003 (Understanding & Using the IAT 1), which uses data that seems to overlap with this paper."	"Yes"	"Search"
107	"Nosek, B. A., Smyth, F. L., Hansen, J. J., Devos, T., Lindner, N. M., Ranganath, K. A., … Banaji, M. R. (2007). Pervasiveness and correlates of implicit attitudes and stereotypes. European Review of Social Psychology, 18, 36–88."	198	"1"	5	"IAT"	"IC"	77254	0.74	1.34707364796661	3.4519063152626e-05	NA	NA	NA	4	NA	NA	NA	NA	"I  did not include estimates from Greenwald et al. 2003 (Understanding & Using the IAT 1), which uses data that seems to overlap with this paper."	"Yes"	"Search"
107	"Nosek, B. A., Smyth, F. L., Hansen, J. J., Devos, T., Lindner, N. M., Ranganath, K. A., … Banaji, M. R. (2007). Pervasiveness and correlates of implicit attitudes and stereotypes. European Review of Social Psychology, 18, 36–88."	199	"1"	6	"IAT"	"IC"	66092	0.76	1.42711635564015	4.03490190144752e-05	NA	NA	NA	4	NA	NA	NA	NA	"I  did not include estimates from Greenwald et al. 2003 (Understanding & Using the IAT 1), which uses data that seems to overlap with this paper."	"Yes"	"Search"
107	"Nosek, B. A., Smyth, F. L., Hansen, J. J., Devos, T., Lindner, N. M., Ranganath, K. A., … Banaji, M. R. (2007). Pervasiveness and correlates of implicit attitudes and stereotypes. European Review of Social Psychology, 18, 36–88."	200	"1"	7	"IAT"	"IC"	38544	0.77	1.46967597005894	6.91885908013769e-05	NA	NA	NA	4	NA	NA	NA	NA	"I  did not include estimates from Greenwald et al. 2003 (Understanding & Using the IAT 1), which uses data that seems to overlap with this paper."	"Yes"	"Search"
107	"Nosek, B. A., Smyth, F. L., Hansen, J. J., Devos, T., Lindner, N. M., Ranganath, K. A., … Banaji, M. R. (2007). Pervasiveness and correlates of implicit attitudes and stereotypes. European Review of Social Psychology, 18, 36–88."	201	"1"	8	"IAT"	"IC"	269683	0.79	1.56064774826467	9.88822596573977e-06	NA	NA	NA	4	NA	NA	NA	NA	"I  did not include estimates from Greenwald et al. 2003 (Understanding & Using the IAT 1), which uses data that seems to overlap with this paper."	"Yes"	"Search"
107	"Nosek, B. A., Smyth, F. L., Hansen, J. J., Devos, T., Lindner, N. M., Ranganath, K. A., … Banaji, M. R. (2007). Pervasiveness and correlates of implicit attitudes and stereotypes. European Review of Social Psychology, 18, 36–88."	202	"1"	9	"IAT"	"IC"	199329	0.74	1.34707364796661	1.3378351486084e-05	NA	NA	NA	4	NA	NA	NA	NA	"I  did not include estimates from Greenwald et al. 2003 (Understanding & Using the IAT 1), which uses data that seems to overlap with this paper."	"Yes"	"Search"
107	"Nosek, B. A., Smyth, F. L., Hansen, J. J., Devos, T., Lindner, N. M., Ranganath, K. A., … Banaji, M. R. (2007). Pervasiveness and correlates of implicit attitudes and stereotypes. European Review of Social Psychology, 18, 36–88."	203	"1"	10	"IAT"	"IC"	85742	0.67	1.10866262452161	3.1101780576938e-05	NA	NA	NA	4	NA	NA	NA	NA	"I  did not include estimates from Greenwald et al. 2003 (Understanding & Using the IAT 1), which uses data that seems to overlap with this paper."	"Yes"	"Search"
107	"Nosek, B. A., Smyth, F. L., Hansen, J. J., Devos, T., Lindner, N. M., Ranganath, K. A., … Banaji, M. R. (2007). Pervasiveness and correlates of implicit attitudes and stereotypes. European Review of Social Psychology, 18, 36–88."	204	"1"	11	"IAT"	"IC"	44878	0.82	1.71479842809193	5.94230026443236e-05	NA	NA	NA	4	NA	NA	NA	NA	"I  did not include estimates from Greenwald et al. 2003 (Understanding & Using the IAT 1), which uses data that seems to overlap with this paper."	"Yes"	"Search"
107	"Nosek, B. A., Smyth, F. L., Hansen, J. J., Devos, T., Lindner, N. M., Ranganath, K. A., … Banaji, M. R. (2007). Pervasiveness and correlates of implicit attitudes and stereotypes. European Review of Social Psychology, 18, 36–88."	205	"1"	12	"IAT"	"IC"	57569	0.78	1.51412773262978	4.63228354207561e-05	NA	NA	NA	4	NA	NA	NA	NA	"I  did not include estimates from Greenwald et al. 2003 (Understanding & Using the IAT 1), which uses data that seems to overlap with this paper."	"Yes"	"Search"
107	"Nosek, B. A., Smyth, F. L., Hansen, J. J., Devos, T., Lindner, N. M., Ranganath, K. A., … Banaji, M. R. (2007). Pervasiveness and correlates of implicit attitudes and stereotypes. European Review of Social Psychology, 18, 36–88."	206	"1"	13	"IAT"	"IC"	299298	0.73	1.30933331998376	8.90979721301543e-06	NA	NA	NA	4	NA	NA	NA	NA	"I  did not include estimates from Greenwald et al. 2003 (Understanding & Using the IAT 1), which uses data that seems to overlap with this paper."	"Yes"	"Search"
107	"Nosek, B. A., Smyth, F. L., Hansen, J. J., Devos, T., Lindner, N. M., Ranganath, K. A., … Banaji, M. R. (2007). Pervasiveness and correlates of implicit attitudes and stereotypes. European Review of Social Psychology, 18, 36–88."	207	"1"	14	"IAT"	"IC"	83084	0.63	0.994252273343867	3.20968039607456e-05	NA	NA	NA	4	NA	NA	NA	NA	"I  did not include estimates from Greenwald et al. 2003 (Understanding & Using the IAT 1), which uses data that seems to overlap with this paper."	"Yes"	"Search"
107	"Nosek, B. A., Smyth, F. L., Hansen, J. J., Devos, T., Lindner, N. M., Ranganath, K. A., … Banaji, M. R. (2007). Pervasiveness and correlates of implicit attitudes and stereotypes. European Review of Social Psychology, 18, 36–88."	208	"1"	15	"IAT"	"IC"	68123	0.77	1.46967597005894	3.91460293693085e-05	NA	NA	NA	4	NA	NA	NA	NA	"I  did not include estimates from Greenwald et al. 2003 (Understanding & Using the IAT 1), which uses data that seems to overlap with this paper."	"Yes"	"Search"
107	"Nosek, B. A., Smyth, F. L., Hansen, J. J., Devos, T., Lindner, N. M., Ranganath, K. A., … Banaji, M. R. (2007). Pervasiveness and correlates of implicit attitudes and stereotypes. European Review of Social Psychology, 18, 36–88."	209	"1"	16	"IAT"	"IC"	22904	0.81	1.66073120682165	0.000116438156783978	NA	NA	NA	4	NA	NA	NA	NA	"I  did not include estimates from Greenwald et al. 2003 (Understanding & Using the IAT 1), which uses data that seems to overlap with this paper."	"Yes"	"Search"
107	"Nosek, B. A., Smyth, F. L., Hansen, J. J., Devos, T., Lindner, N. M., Ranganath, K. A., … Banaji, M. R. (2007). Pervasiveness and correlates of implicit attitudes and stereotypes. European Review of Social Psychology, 18, 36–88."	210	"1"	17	"IAT"	"IC"	27146	0.87	2.04022082852655	9.82414775518224e-05	NA	NA	NA	4	NA	NA	NA	NA	"I  did not include estimates from Greenwald et al. 2003 (Understanding & Using the IAT 1), which uses data that seems to overlap with this paper."	"Yes"	"Search"
108	"Olson, M. A., & Fazio, R. H. (2003). Relations between implicit measures of prejudice: what are we measuring? Psychological Science, 14, 636–639."	211	"1"	1	"Evaluative Priming"	"IC"	92	0.08	0.083381608939051	0.0444444444444444	NA	NA	0.04	2	NA	NA	NA	NA	"traditional. Excluded explicit attention to category condition."	"Yes"	"Author"
108	"Olson, M. A., & Fazio, R. H. (2003). Relations between implicit measures of prejudice: what are we measuring? Psychological Science, 14, 636–639."	211	"1"	1	"IAT"	"IC"	92	0.69	1.17118298150294	0.0444444444444444	NA	NA	0.53	2	NA	NA	NA	NA	NA	"Yes"	"Author"
109	"Payne, B. K., Burkley, M., & Stokes, M. B. (2008). Why do implicit and explicit attitude tests diverge? The role of structural fit. Journal of Personality and Social Psychology, 94, 16-31"	212	"1"	1	"AMP"	"IC"	75	0.69	1.17118298150294	0.0285884455032758	NA	NA	NA	24	NA	NA	NA	NA	NA	"Yes"	"Review"
109	"Payne, B. K., Burkley, M., & Stokes, M. B. (2008). Why do implicit and explicit attitude tests diverge? The role of structural fit. Journal of Personality and Social Psychology, 94, 16-31"	213	"2"	1	"AMP"	"IC"	48	0.78	1.51412773262978	0.0453686200378072	NA	NA	NA	24	NA	NA	"Average of 2 trial types"	2	"indirect/verbal and indirect/picture"	"No"	"Review"
110	"Payne, B. K., Cheng, C. M., Govorun, O., & Stewart, B. D. (2005). An inkblot for attitudes: affect misattribution as implicit measurement. Journal of Personality and Social Psychology, 89, 277–293."	214	"1"	1	"AMP"	"IC"	32	0.85	1.89711998488588	0.0727272727272727	NA	NA	NA	12	NA	NA	NA	NA	NA	"Yes"	"OrigPub"
110	"Payne, B. K., Cheng, C. M., Govorun, O., & Stewart, B. D. (2005). An inkblot for attitudes: affect misattribution as implicit measurement. Journal of Personality and Social Psychology, 89, 277–293."	215	"2"	1	"AMP"	"IC"	43	0.81	1.66073120682165	0.0532150776053215	NA	NA	NA	12	NA	NA	NA	NA	NA	"Yes"	"OrigPub"
